id,loan_amnt,term,int_rate,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,acc_now_delinq,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_sats,pub_rec_bankruptcies
59693,7000, 36 months,12.35%,B,Toyota Motor Manufacturing of Kentucky,9 years,MORTGAGE,80000,Not Verified,Fully Paid,credit_card,403xx,KY,26.61,0,0,0,0,16944,0,0,0,6,6,0
59694,10000, 36 months,10.64%,B,UCLA,2 years,RENT,55000,Not Verified,Fully Paid,home_improvement,914xx,CA,16.38,0,0,0,0,3179,0,0,0,6,6,0
59695,18000, 36 months,9.71%,B,Deluxe,10+ years,MORTGAGE,68000,Verified,Fully Paid,debt_consolidation,808xx,CO,10.8,0,0,0,0,17903,0,0,0,5,7,0
59696,12000, 36 months,6.03%,A,Owens Valley Career Development Center,6 years,MORTGAGE,70000,Source Verified,Fully Paid,major_purchase,935xx,CA,15.41,0,0,0,0,31289,0,0,0,3,4,0
59697,18000, 36 months,13.68%,C,Hewlett - Packard,10+ years,MORTGAGE,83207,Not Verified,Fully Paid,debt_consolidation,063xx,CT,5.05,0,2,0,0,35543,0,0,0,1,1,0
59698,12000, 36 months,6.62%,A,Hollywood Casino-Toledo,2 years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,481xx,MI,18.93,0,0,0,0,2250,0,0,0,4,7,0
59699,2750, 36 months,18.85%,D,Precision Toyota Of Tucson,5 years,RENT,29000,Not Verified,Fully Paid,debt_consolidation,857xx,AZ,25.2,0,1,0,0,2326,0,0,0,2,2,0
59700,29000, 60 months,24.89%,F,Treident Refit Faclity Kings Bay DOD,10+ years,OWN,95000,Verified,Fully Paid,debt_consolidation,320xx,FL,31.17,0,3,0,0,25694,0,0,0,3,3,0
59701,6000, 36 months,15.88%,C,MFFCU,6 years,RENT,45000,Source Verified,Fully Paid,debt_consolidation,331xx,FL,29.84,0,1,0,0,4163,0,0,0,4,4,0
59702,4725, 36 months,12.35%,B,,n/a,MORTGAGE,40000,Verified,Fully Paid,debt_consolidation,988xx,WA,29.64,0,0,1,0,5703,0,0,1,2,2,1
59703,24375, 60 months,15.88%,C,berkshire bank,< 1 year,RENT,55000,Verified,Charged Off,debt_consolidation,128xx,NY,26.57,0,1,0,0,6749,0,0,0,1,1,0
59704,18000, 36 months,12.35%,B,Klimaski and Assocs. PC,10+ years,RENT,55000,Not Verified,Fully Paid,debt_consolidation,200xx,DC,14.31,0,0,0,0,1761,0,0,0,9,10,0
59705,12500, 36 months,13.68%,C,USPS,10+ years,MORTGAGE,69000,Not Verified,Fully Paid,debt_consolidation,857xx,AZ,7.63,0,2,0,0,7427,0,0,0,6,6,0
59706,28200, 36 months,20.31%,D,Harris Health System,5 years,RENT,62886.82,Verified,Fully Paid,credit_card,770xx,TX,22.17,0,2,0,0,8798,0,0,0,2,2,0
59707,15000, 36 months,18.25%,D,Xerox,1 year,MORTGAGE,85000,Verified,Fully Paid,debt_consolidation,786xx,TX,13.74,0,0,1,0,15503,0,0,0,5,5,1
59708,10000, 60 months,13.68%,C,STANFORD MEDICAL,2 years,RENT,63000,Source Verified,Charged Off,credit_card,951xx,CA,14.74,0,0,0,0,2324,0,0,0,6,12,0
59709,7575, 36 months,12.35%,B,BIOS,7 years,MORTGAGE,42000,Verified,Fully Paid,credit_card,330xx,FL,21.46,0,2,0,0,15543,0,0,0,5,5,0
59710,25450, 60 months,24.08%,F,Resorts West,2 years,RENT,57000,Verified,Charged Off,debt_consolidation,840xx,UT,23.64,0,0,0,0,4612,0,0,0,4,5,0
59711,8000, 36 months,16.78%,C,ENSTAR US INC.,10+ years,RENT,55000,Not Verified,Fully Paid,debt_consolidation,028xx,RI,16.63,0,0,0,0,2647,0,0,0,6,6,0
59712,4950, 36 months,18.25%,D,Nikolas Reese LLC,5 years,RENT,28000,Verified,Fully Paid,credit_card,906xx,CA,34.84,0,1,0,0,2577,0,0,0,6,6,0
59713,8125, 36 months,9.71%,B,Myriad Industries,9 years,RENT,33312,Verified,Fully Paid,credit_card,921xx,CA,22.8,0,0,0,0,5514,0,0,3,2,2,0
59714,3600, 36 months,18.85%,D,Bashas United Drug,4 years,RENT,135000,Verified,Fully Paid,other,856xx,AZ,29.74,0,3,0,0,38409,0,0,0,2,2,0
59715,30000, 36 months,15.22%,C,Raytheon,10+ years,MORTGAGE,149905,Verified,Fully Paid,debt_consolidation,030xx,NH,10.41,0,1,0,0,27683,0,0,0,4,4,0
59716,21000, 60 months,15.22%,C,Amarillo Heart Group,5 years,MORTGAGE,90000,Source Verified,Fully Paid,debt_consolidation,791xx,TX,8.6,0,1,0,0,4862,0,0,0,4,5,0
59717,12000, 36 months,10.64%,B,Biotech Oncology Company in Boston,2 years,MORTGAGE,73000,Verified,Fully Paid,credit_card,021xx,MA,25.64,0,0,0,0,29787,0,0,0,6,8,0
59718,2000, 36 months,21.15%,E,Florida Blue,10+ years,MORTGAGE,173500,Not Verified,Fully Paid,medical,322xx,FL,23.58,2,0,0,0,27277,0,0,0,7,7,0
59719,14550, 36 months,12.35%,B,PS 58,10+ years,RENT,78000,Not Verified,Fully Paid,debt_consolidation,107xx,NY,21.11,0,1,0,0,4120,0,0,0,3,5,0
59720,12000, 60 months,14.33%,C,American Red Cross,10+ years,MORTGAGE,70000,Verified,Fully Paid,home_improvement,481xx,MI,22.34,0,1,0,0,3150,0,0,1,1,3,0
59721,15000, 36 months,20.31%,D,Concordia Publishing House,10+ years,MORTGAGE,54000,Verified,Fully Paid,other,630xx,MO,8.11,0,0,1,0,4325,0,0,0,1,2,1
59722,5500, 36 months,20.31%,D,Brunswick Auto Mart,1 year,MORTGAGE,60000,Source Verified,Fully Paid,other,442xx,OH,12.44,0,5,1,0,11829,0,0,3,4,4,1
59723,22000, 36 months,10.64%,B,,10+ years,MORTGAGE,170000,Source Verified,Fully Paid,debt_consolidation,211xx,MD,5.82,0,1,0,0,32317,0,0,0,6,7,0
59724,12000, 60 months,24.50%,F,Verizon Wireless,7 years,MORTGAGE,70000,Verified,Fully Paid,other,212xx,MD,11.67,0,2,0,0,8693,0,0,0,12,12,0
59725,1400, 36 months,18.25%,D,Dart Container Corp.,7 years,RENT,44300,Not Verified,Fully Paid,other,175xx,PA,8.7,0,2,1,0,1003,0,0,0,3,4,1
59726,20000, 60 months,15.22%,C,Chicago Police Department,10+ years,MORTGAGE,80000,Verified,Fully Paid,home_improvement,606xx,IL,18.26,0,1,0,0,17512,0,0,0,3,4,0
59727,20000, 60 months,23.50%,F,JAV Consulting,1 year,OWN,60000,Verified,Charged Off,credit_card,105xx,NY,8.96,0,1,0,0,5280,0,0,0,4,6,0
59728,18000, 36 months,12.35%,B,Emeritus at san juan,6 years,RENT,88000,Not Verified,Fully Paid,credit_card,926xx,CA,14.91,0,0,0,0,4659,0,0,0,5,5,0
59729,6250, 36 months,11.55%,B,,4 years,MORTGAGE,28480,Source Verified,Fully Paid,debt_consolidation,499xx,MI,17.7,0,0,0,0,23609,0,0,0,5,6,0
59730,17600, 60 months,25.28%,F,State of Connecticut,10+ years,MORTGAGE,134000,Source Verified,Fully Paid,debt_consolidation,061xx,CT,5.19,0,2,1,0,1852,0,0,2,4,7,1
59731,20000, 60 months,24.89%,F,Target,10+ years,RENT,71000,Verified,Fully Paid,credit_card,852xx,AZ,14.54,0,1,0,0,2120,0,0,1,3,3,0
59732,10000, 36 months,20.31%,D,kellyservices in covidien,3 years,RENT,32000,Source Verified,Fully Paid,other,065xx,CT,20.76,0,1,0,0,719,0,0,0,8,9,0
59733,19000, 60 months,8.90%,A,Gran Venice Hotel and Cellar ,7 years,RENT,52000,Verified,Fully Paid,debt_consolidation,217xx,MD,25.58,0,0,0,0,4411,0,0,0,4,5,0
59734,14400, 60 months,16.78%,C,Moran Environmental,< 1 year,RENT,45000,Source Verified,Fully Paid,major_purchase,294xx,SC,23.71,0,1,0,0,2683,0,0,0,1,2,0
59735,12000, 36 months,7.62%,A,SUNY Downstate Medical Center,6 years,RENT,75000,Verified,Fully Paid,debt_consolidation,112xx,NY,13.31,0,0,0,0,4180,0,0,0,3,3,0
59736,21000, 36 months,11.55%,B,Cox Enterprises,4 years,MORTGAGE,75000,Source Verified,Fully Paid,car,303xx,GA,10.26,0,1,0,0,28031,0,0,2,3,3,0
59737,10000, 60 months,14.33%,C,Aon Hewitt,2 years,RENT,51000,Verified,Fully Paid,credit_card,069xx,CT,8.87,0,0,0,0,2606,0,0,0,1,1,0
59738,15100, 36 months,11.55%,B,Lake County Schools,10+ years,MORTGAGE,43000,Source Verified,Fully Paid,credit_card,347xx,FL,21.93,0,0,0,0,10198,0,0,0,2,5,0
59739,7000, 36 months,15.88%,C,Options ,3 years,RENT,43000,Source Verified,Charged Off,debt_consolidation,975xx,OR,16.24,0,1,0,0,2732,0,0,0,3,3,0
59740,18000, 60 months,20.80%,E,Ecolab,9 years,MORTGAGE,86000,Verified,Fully Paid,credit_card,274xx,NC,21.32,0,1,0,0,15661,0,0,1,6,6,0
59741,6000, 36 months,10.64%,B,TYSON FOODS,2 years,RENT,20630,Not Verified,Charged Off,credit_card,727xx,AR,28.97,0,0,0,0,1695,0,0,0,4,5,0
59742,11500, 36 months,15.22%,C,Coca-cola,2 years,MORTGAGE,55000,Source Verified,Charged Off,home_improvement,363xx,AL,22.1,0,0,0,0,18059,0,0,1,1,1,0
59743,10000, 60 months,21.15%,E,UPS,10+ years,MORTGAGE,80000,Verified,Fully Paid,debt_consolidation,639xx,MO,20.08,0,2,1,0,12429,0,0,0,4,4,0
59744,14000, 36 months,11.55%,B,Maryland Higher Education Commission,5 years,MORTGAGE,145000,Not Verified,Fully Paid,other,210xx,MD,11.11,0,0,0,0,33889,0,0,0,1,2,0
59745,15000, 36 months,8.90%,A,Novartis,4 years,MORTGAGE,125000,Not Verified,Fully Paid,credit_card,078xx,NJ,3.39,0,0,0,0,38201,0,0,0,3,3,0
59746,10000, 60 months,21.15%,E,Clean Sweep Auctions,2 years,RENT,36000,Verified,Charged Off,debt_consolidation,067xx,CT,28,0,2,1,0,4411,0,0,0,4,5,1
59747,17475, 60 months,16.78%,C,Lai Consulting Inc. ,1 year,RENT,39882,Verified,Fully Paid,debt_consolidation,927xx,CA,28.52,0,0,0,0,3282,0,0,0,6,6,0
59748,6000, 36 months,17.56%,D,proper tooling,3 years,MORTGAGE,50000,Not Verified,Fully Paid,other,480xx,MI,19.18,2,1,0,0,11565,0,0,0,2,4,0
59749,14000, 36 months,12.35%,B,C-Tran,10+ years,MORTGAGE,72000,Verified,Fully Paid,credit_card,986xx,WA,17.81,0,2,0,0,23056,0,0,0,6,7,0
59750,10625, 60 months,15.88%,C,Applied Materials,10+ years,RENT,30990,Verified,Fully Paid,credit_card,599xx,MT,26.73,0,0,0,0,2124,0,0,0,9,9,0
59751,21000, 36 months,11.55%,B,PJM Interconnection,6 years,MORTGAGE,100000,Verified,Fully Paid,debt_consolidation,191xx,PA,25.38,0,1,0,0,20228,0,0,0,5,5,0
59752,12600, 60 months,14.33%,C,Koppers,5 years,MORTGAGE,90000,Verified,Fully Paid,debt_consolidation,260xx,WV,18.6,0,2,0,0,13604,0,0,0,5,5,0
59753,14400, 36 months,14.33%,C,united states postal service,4 years,RENT,60000,Not Verified,Fully Paid,debt_consolidation,072xx,NJ,13.5,0,2,0,0,1191,0,0,0,6,10,0
59754,4000, 36 months,13.05%,B,,n/a,MORTGAGE,57650,Verified,Fully Paid,vacation,988xx,WA,18.12,0,0,0,0,3801,0,0,0,5,9,0
59755,16000, 36 months,6.62%,A,Hampton Bays Schools,8 years,MORTGAGE,175000,Verified,Fully Paid,home_improvement,117xx,NY,7.31,0,0,0,0,48317,0,0,0,1,1,0
59756,7000, 36 months,6.03%,A,Dusty Strings Co.,9 years,RENT,36000,Not Verified,Fully Paid,car,981xx,WA,7.63,0,0,0,0,1343,0,0,0,3,9,0
59757,3200, 36 months,13.05%,B,Professional Reimbursement Managers,8 years,OWN,38000,Source Verified,Fully Paid,debt_consolidation,333xx,FL,13.52,1,0,1,0,1391,1,0,1,3,4,1
59758,13000, 60 months,21.15%,E,AT&T,9 years,OWN,43000,Source Verified,Charged Off,other,246xx,VA,22.47,0,0,0,0,11149,0,0,0,3,4,0
59759,35000, 60 months,24.89%,F,CHD Home Textiles,4 years,RENT,125000,Verified,Fully Paid,debt_consolidation,100xx,NY,13.33,0,1,0,0,1648,0,0,0,10,11,0
59760,13500, 36 months,8.90%,A,Cadre Computer Resources ,9 years,MORTGAGE,90000,Not Verified,Fully Paid,credit_card,452xx,OH,19.15,0,0,0,0,5939,0,0,0,4,6,0
59761,4000, 36 months,12.35%,B,,n/a,OWN,21000,Verified,Fully Paid,credit_card,972xx,OR,14.06,0,0,1,0,1165,0,0,0,5,5,1
59762,6250, 36 months,11.55%,B,Pepsi Bottling Group,7 years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,207xx,MD,26.18,0,2,0,0,46358,0,0,1,3,4,0
59763,10000, 36 months,12.35%,B,Jourabchi Inc.,3 years,MORTGAGE,30000,Verified,Fully Paid,debt_consolidation,967xx,HI,18.92,2,0,0,0,7893,0,0,0,4,4,0
59764,1500, 36 months,22.20%,E,Amazon,2 years,RENT,32000,Not Verified,Fully Paid,other,760xx,TX,10.61,0,0,0,0,4281,0,0,0,1,1,0
59765,19750, 36 months,10.64%,B,Lawrence Convalescent Center,1 year,RENT,70000,Verified,Fully Paid,credit_card,972xx,OR,13.34,0,0,0,0,2833,0,0,0,5,5,0
59766,10000, 36 months,11.55%,B,Bank of America,< 1 year,MORTGAGE,82000,Not Verified,Fully Paid,credit_card,112xx,NY,10.93,0,0,0,0,37914,0,0,0,2,2,0
59767,12000, 60 months,14.33%,C,Barnes and Noble College Inc,3 years,RENT,74000,Verified,Fully Paid,debt_consolidation,926xx,CA,9.75,0,0,0,0,7309,0,0,0,1,2,0
59768,18000, 60 months,15.22%,C,GTRR,10+ years,MORTGAGE,80000,Source Verified,Fully Paid,credit_card,302xx,GA,13.61,0,1,0,0,22548,0,0,0,3,4,0
59769,25000, 60 months,25.80%,G,WSP Flack+ Kurtz,3 years,RENT,103000,Source Verified,Fully Paid,debt_consolidation,945xx,CA,3.02,0,1,0,0,1224,0,0,0,4,5,0
59770,9600, 36 months,12.35%,B,Brock services LTD,10+ years,OWN,130000,Verified,Fully Paid,home_improvement,706xx,LA,20.22,0,0,0,0,6588,0,0,0,6,7,0
59771,18000, 36 months,10.64%,B,New York Compensation Ins. Rating Board,7 years,RENT,60000,Verified,Fully Paid,credit_card,112xx,NY,11.64,0,0,0,0,1479,0,0,0,6,7,0
59772,7200, 36 months,18.85%,D,Solage Calistoga,2 years,RENT,63000,Verified,Fully Paid,debt_consolidation,954xx,CA,4,0,0,0,0,1485,0,0,0,1,1,0
59773,4000, 36 months,21.60%,E,TGI Fridays,7 years,RENT,25000,Not Verified,Charged Off,other,750xx,TX,4.37,0,1,0,0,863,0,0,0,2,3,0
59774,9000, 36 months,10.64%,B,FedEx,10+ years,MORTGAGE,85000,Source Verified,Fully Paid,credit_card,546xx,WI,16.81,2,0,0,0,18144,0,0,0,6,7,0
59775,15000, 36 months,8.90%,A,Aidells Sausage Company,4 years,RENT,42000,Not Verified,Fully Paid,credit_card,956xx,CA,19.57,0,0,0,0,4420,0,0,0,3,4,0
59776,8400, 36 months,9.71%,B,,n/a,MORTGAGE,80000,Verified,Fully Paid,debt_consolidation,084xx,NJ,5.04,1,0,0,0,9396,0,0,0,5,6,0
59777,16000, 60 months,18.85%,D,"California State University, Fullerton",1 year,RENT,45000,Verified,Fully Paid,debt_consolidation,928xx,CA,30.4,0,0,0,0,6253,0,0,0,2,2,0
59778,12000, 60 months,9.71%,B,Surgical Associates of WNY P.C.,10+ years,OWN,37000,Verified,Fully Paid,debt_consolidation,142xx,NY,6.97,0,0,0,0,2661,0,0,0,2,3,0
59779,9500, 36 months,15.22%,C,AHF Pharmacy,5 years,RENT,75000,Not Verified,Fully Paid,credit_card,908xx,CA,4.78,0,1,0,0,500,0,0,1,1,2,0
59780,12375, 36 months,17.56%,D,Alameda Hospital,6 years,RENT,82000,Not Verified,Fully Paid,credit_card,945xx,CA,8.03,0,1,0,0,954,0,0,0,4,4,0
59781,1000, 36 months,17.56%,D,Corys Thunder,8 years,MORTGAGE,97200,Verified,Fully Paid,major_purchase,315xx,GA,27.53,0,0,0,0,51082,0,0,0,2,2,0
59782,4800, 36 months,14.33%,C,Odyssey Charter Schools of Nevada,10+ years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,891xx,NV,17.35,0,1,0,0,4472,0,0,1,2,2,0
59783,15000, 36 months,11.55%,B,YP.com,< 1 year,RENT,115000,Verified,Fully Paid,debt_consolidation,900xx,CA,7.97,1,1,0,0,7778,0,0,0,9,9,0
59784,21000, 36 months,6.62%,A,ABX Air,10+ years,MORTGAGE,120000,Verified,Fully Paid,home_improvement,982xx,WA,7.41,0,0,0,0,58545,0,0,0,2,2,0
59785,20000, 36 months,12.35%,B,"new directions in living, inc",10+ years,RENT,60000,Verified,Fully Paid,debt_consolidation,902xx,CA,14.08,0,0,0,0,1523,0,0,0,2,4,0
59786,6000, 36 months,12.35%,B,Poway Unified School District,10+ years,RENT,78000,Source Verified,Fully Paid,debt_consolidation,921xx,CA,10.17,0,0,0,0,2023,0,0,3,5,6,0
59787,21250, 36 months,8.90%,A,UPMC Health System,10+ years,RENT,48000,Verified,Fully Paid,debt_consolidation,150xx,PA,13.43,0,0,0,0,4030,0,0,0,3,5,0
59788,12775, 60 months,15.22%,C,Northrop Grumman,10+ years,MORTGAGE,52900,Verified,Fully Paid,debt_consolidation,925xx,CA,17.51,0,0,0,0,27121,0,0,0,3,4,0
59789,6500, 36 months,12.35%,B,Precision Contractors,5 years,MORTGAGE,45760,Verified,Fully Paid,debt_consolidation,800xx,CO,19.37,0,1,0,0,15691,0,0,0,3,3,0
59790,5600, 36 months,18.25%,D,fairfax insulation,5 years,RENT,60000,Source Verified,Fully Paid,credit_card,217xx,MD,12.92,0,0,1,0,3334,0,0,2,2,3,0
59791,22750, 60 months,14.33%,C,KAISER PERMANENTE HOSPITAL,10+ years,MORTGAGE,54000,Verified,Fully Paid,home_improvement,945xx,CA,26.33,0,0,0,0,26280,0,0,0,2,2,0
59792,5000, 36 months,11.55%,B,"Marshall Electronics, Inc.",10+ years,MORTGAGE,65600,Not Verified,Fully Paid,credit_card,908xx,CA,27.59,0,0,0,0,9874,0,0,0,13,13,0
59793,20000, 36 months,10.64%,B,City of Emporia,7 years,MORTGAGE,108150,Verified,Fully Paid,debt_consolidation,238xx,VA,19.95,0,0,0,0,20240,0,0,0,6,7,0
59794,7000, 36 months,20.80%,E,Doctors tv network,4 years,RENT,40000,Not Verified,Fully Paid,credit_card,331xx,FL,10.05,0,2,0,0,1060,0,0,0,6,7,0
59795,24000, 60 months,14.33%,C,Nielsen,6 years,MORTGAGE,56800,Verified,Charged Off,debt_consolidation,171xx,PA,19.56,2,0,0,0,9681,0,0,0,2,2,0
59796,11700, 36 months,10.64%,B,,n/a,MORTGAGE,35000,Verified,Fully Paid,debt_consolidation,923xx,CA,25.11,0,1,1,0,1705,0,0,0,5,5,1
59797,4500, 36 months,7.90%,A,Prince George's County Public Schools,10+ years,RENT,55885,Not Verified,Charged Off,debt_consolidation,211xx,MD,21.49,0,2,0,0,1478,0,0,0,8,11,0
59798,16800, 36 months,9.71%,B,Target Corp,6 years,MORTGAGE,78500,Source Verified,Fully Paid,credit_card,554xx,MN,5.27,0,1,0,0,27903,0,0,0,2,3,0
59799,10500, 60 months,13.68%,C,Passsaic County technical inst,10+ years,RENT,33000,Verified,Fully Paid,debt_consolidation,070xx,NJ,24.29,0,0,1,0,1632,0,0,1,2,2,1
59800,15250, 36 months,20.31%,D,United states Postal Service,10+ years,MORTGAGE,153000,Source Verified,Fully Paid,debt_consolidation,021xx,MA,8.37,0,6,0,0,52783,0,0,3,5,6,0
59801,4000, 36 months,8.90%,A,McCaffreys,10+ years,RENT,44000,Not Verified,Fully Paid,debt_consolidation,085xx,NJ,19.31,0,0,0,0,930,0,0,0,1,1,0
59802,5500, 36 months,9.71%,B,JPMorgan Chase,3 years,RENT,56000,Not Verified,Fully Paid,debt_consolidation,071xx,NJ,19.01,0,2,0,0,5340,0,0,0,1,1,0
59803,18000, 36 months,9.71%,B,New Apostolic Church,8 years,MORTGAGE,137400,Verified,Fully Paid,debt_consolidation,530xx,WI,6.93,0,1,1,0,18607,0,0,2,7,16,1
59804,10000, 36 months,11.55%,B,Jewish Home Lifecare,1 year,RENT,62400,Not Verified,Fully Paid,debt_consolidation,100xx,NY,11.59,0,0,0,0,31302,0,0,0,3,5,0
59805,15000, 60 months,22.20%,E,TMMK,10+ years,RENT,61000,Verified,Fully Paid,debt_consolidation,403xx,KY,33.48,4,0,0,0,4867,0,0,0,2,2,0
59806,20000, 60 months,20.80%,E,Ricoh USA,10+ years,MORTGAGE,63266.58,Verified,Fully Paid,debt_consolidation,080xx,NJ,14.02,0,0,1,0,33723,0,0,0,3,3,1
59807,10500, 36 months,13.05%,B,Coca-Cola Refreshments,5 years,RENT,36000,Not Verified,Fully Paid,debt_consolidation,600xx,IL,24.63,0,1,0,0,3985,0,0,0,3,3,0
59808,16200, 36 months,9.71%,B,Cobaltix,3 years,MORTGAGE,153000,Source Verified,Fully Paid,debt_consolidation,946xx,CA,19.26,0,0,0,0,40702,0,0,0,3,3,0
59809,5000, 36 months,12.35%,B,TransAlta Centralia Generation LLC,6 years,MORTGAGE,73788,Not Verified,Fully Paid,debt_consolidation,985xx,WA,17.77,0,2,1,0,5008,0,0,0,5,6,1
59810,14400, 36 months,13.68%,C,"Deloitte and Touche, LLP",< 1 year,RENT,65000,Not Verified,Fully Paid,debt_consolidation,222xx,VA,3.56,0,0,0,0,4781,0,0,0,2,2,0
59811,18000, 36 months,7.62%,A,Travelers,4 years,MORTGAGE,115000,Not Verified,Fully Paid,debt_consolidation,065xx,CT,6.93,0,0,0,0,28098,0,0,0,4,6,0
59812,4800, 36 months,15.22%,C,Merrell and merrell,10+ years,RENT,39000,Source Verified,Fully Paid,debt_consolidation,133xx,NY,20.25,0,0,0,0,6588,0,0,0,2,2,0
59813,24000, 36 months,10.64%,B,Boeing CO,10+ years,MORTGAGE,101500,Verified,Fully Paid,debt_consolidation,980xx,WA,19.27,0,0,0,0,21426,0,0,0,5,5,0
59814,10000, 36 months,18.25%,D,Wynn Las Vegas,8 years,RENT,75000,Not Verified,Fully Paid,home_improvement,891xx,NV,8.62,0,1,0,0,7090,0,0,1,3,4,0
59815,30000, 60 months,20.80%,E,Siemens Healthcare,10+ years,OWN,87000,Verified,Fully Paid,debt_consolidation,402xx,KY,28.44,2,0,0,0,21566,0,0,0,3,3,0
59816,6000, 36 months,18.25%,D,Beyer Blinder Belle,< 1 year,RENT,55000,Not Verified,Fully Paid,car,100xx,NY,16.43,0,0,0,0,4284,0,0,0,3,3,0
59817,10000, 36 months,13.68%,C,System Tech Group Inc,2 years,RENT,90000,Not Verified,Fully Paid,credit_card,480xx,MI,10.06,0,3,0,0,1176,0,0,0,7,9,0
59818,1000, 36 months,16.78%,C,City & County of San Francisco,6 years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,941xx,CA,14.05,1,0,1,0,2402,0,0,0,2,2,1
59819,3000, 36 months,13.68%,C,Cummins Allison,4 years,RENT,68000,Verified,Fully Paid,small_business,606xx,IL,7.58,0,0,0,0,3979,0,0,0,4,6,0
59820,10625, 36 months,19.52%,D,Menzies Avation,8 years,RENT,32000,Verified,Fully Paid,credit_card,900xx,CA,22.5,0,0,0,0,1726,0,0,0,2,2,0
59821,16000, 36 months,6.03%,A,Macys,7 years,MORTGAGE,80000,Verified,Fully Paid,credit_card,481xx,MI,28.37,0,0,0,0,26741,0,0,0,5,6,0
59822,12000, 36 months,14.33%,C,,n/a,RENT,90000,Verified,Fully Paid,credit_card,934xx,CA,18.58,0,2,0,0,6121,0,0,2,4,5,0
59823,8000, 36 months,13.05%,B,PSNS&IMF,10+ years,MORTGAGE,82194.74,Not Verified,Fully Paid,debt_consolidation,983xx,WA,23.69,0,0,0,0,16225,0,0,0,2,2,0
59824,10000, 36 months,12.35%,B,"the sleep train, inc.",2 years,RENT,65000,Not Verified,Fully Paid,credit_card,980xx,WA,12.09,0,0,0,0,3703,0,0,0,3,3,0
59825,20800, 36 months,15.22%,C,University of Wisconsin Madison,10+ years,RENT,79650,Verified,Fully Paid,credit_card,535xx,WI,29.31,0,0,0,0,9547,0,0,0,3,4,0
59826,18000, 60 months,12.35%,B,US Postal Service,6 years,RENT,65000,Verified,Fully Paid,house,436xx,OH,10.21,0,2,0,0,26196,0,0,0,3,3,0
59827,10000, 36 months,11.55%,B,University of Pennsylvania,10+ years,MORTGAGE,74000,Source Verified,Fully Paid,credit_card,190xx,PA,23.93,0,0,1,0,10438,0,0,0,14,14,1
59828,2500, 36 months,21.15%,E,Panduit Corp,10+ years,MORTGAGE,80000,Not Verified,Fully Paid,other,609xx,IL,16.76,0,3,0,0,20317,0,0,0,6,6,0
59829,23725, 36 months,12.35%,B,"Omni Logistics, Inc",10+ years,MORTGAGE,220000,Verified,Fully Paid,debt_consolidation,762xx,TX,5.97,0,4,0,0,29722,0,0,0,4,5,0
59830,29100, 36 months,12.35%,B,City of Culver City,10+ years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,902xx,CA,3.78,0,1,0,0,30022,0,0,0,2,4,0
59831,11000, 36 months,13.68%,C,,n/a,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,775xx,TX,26.86,1,0,0,0,18651,0,0,0,1,1,0
59832,3500, 60 months,24.50%,F,"Systems Technology Forum, LTD (STF-LTD)",3 years,MORTGAGE,78000,Verified,Fully Paid,other,237xx,VA,21.91,0,0,1,0,23834,0,0,1,2,3,0
59833,20000, 36 months,15.22%,C,Sapient,2 years,RENT,75000,Verified,Fully Paid,house,113xx,NY,13.34,0,1,1,0,4736,0,0,0,3,4,0
59834,18000, 36 months,11.55%,B,J.D.'S Babbitt Bearings LLC,7 years,MORTGAGE,106000,Not Verified,Fully Paid,debt_consolidation,754xx,TX,17.25,1,0,0,0,3097,0,0,0,7,7,0
59835,15000, 36 months,11.55%,B,Hilton Orlando,1 year,RENT,40000,Not Verified,Fully Paid,debt_consolidation,328xx,FL,17.73,1,0,0,0,1393,0,0,0,4,4,0
59836,7000, 36 months,11.55%,B,In Health Systems,1 year,MORTGAGE,55000,Not Verified,Fully Paid,home_improvement,410xx,KY,16.2,0,2,0,0,37960,0,0,0,1,1,0
59837,2500, 36 months,13.68%,C,"Lowes Home Centers, Inc",6 years,MORTGAGE,67000,Not Verified,Fully Paid,major_purchase,080xx,NJ,17.7,0,1,0,0,14597,0,0,0,5,5,0
59838,20675, 60 months,22.70%,E,Baker Hughes,5 years,MORTGAGE,105000,Verified,Charged Off,debt_consolidation,882xx,NM,4.17,0,1,0,0,10885,0,0,1,1,1,0
59839,10000, 60 months,19.52%,D,Direct Marketing Partners,10+ years,RENT,75798,Verified,Fully Paid,debt_consolidation,957xx,CA,9.29,0,0,0,0,1267,0,0,3,10,10,0
59840,10000, 36 months,9.71%,B,,n/a,MORTGAGE,45890,Verified,Fully Paid,debt_consolidation,278xx,NC,13.2,0,0,0,0,11637,0,0,0,3,4,0
59841,17600, 60 months,24.89%,F,USMC,8 years,RENT,50000,Verified,Fully Paid,debt_consolidation,853xx,AZ,19.44,0,0,0,0,2153,0,0,0,5,5,0
